File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
852da09c-f993-4cf7-a7d3-61d0e3136621	TCGA-PRAD.7090ffdb-b670-4d60-a06f-b3ecc644c84a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5524, TCGA-EJ-5524	TCGA-EJ-5524-10A, TCGA-EJ-5524-01A	Blood Derived Normal, Primary Tumor
c4784f22-5424-48c8-aa35-ba2cdfc0496a	TCGA-PRAD.370a1c0f-78d2-4330-a6fb-f644064b8ed7.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-7328, TCGA-EJ-7328	TCGA-EJ-7328-01A, TCGA-EJ-7328-10A	Primary Tumor, Blood Derived Normal
57d3c359-9845-4150-b77f-f255170ab4cb	TCGA-PRAD.340ed0e1-02c7-4c87-a73f-c3652a956b18.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-YL-A8SC, TCGA-YL-A8SC	TCGA-YL-A8SC-01A, TCGA-YL-A8SC-10A	Primary Tumor, Blood Derived Normal
65f682b3-f165-476b-8132-8b8cc5e5f22b	TCGA-PRAD.4443f3d9-0ec2-4d5d-a174-5ff74be49098.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-J4-A67T, TCGA-J4-A67T	TCGA-J4-A67T-10A, TCGA-J4-A67T-01A	Blood Derived Normal, Primary Tumor
3ca5073a-c5c8-4f9b-99c1-46df3fd2a39d	TCGA-PRAD.d23b92d4-7bfe-4c9e-8461-8011f8df5e8a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-A9TH, TCGA-HC-A9TH	TCGA-HC-A9TH-01A, TCGA-HC-A9TH-10A	Primary Tumor, Blood Derived Normal
be9b5aa0-7088-4fe2-8135-02b1b0e4f69d	TCGA-PRAD.cd1a37d6-d266-4b7a-9b2a-81fbb9e945be.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-M7-A720, TCGA-M7-A720	TCGA-M7-A720-10A, TCGA-M7-A720-01A	Blood Derived Normal, Primary Tumor
f5f41281-9ce7-4659-83e3-cb0279f9d20d	TCGA-PRAD.bda57a4b-ab3b-44ab-9fc6-ff539f56a098.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-7325, TCGA-EJ-7325	TCGA-EJ-7325-10A, TCGA-EJ-7325-01B	Blood Derived Normal, Primary Tumor
3ab58ce1-41cf-44bd-b179-899af5e149ea	TCGA-PRAD.9310b32f-d32a-4890-acb8-29a522853615.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-4L-AA1F, TCGA-4L-AA1F	TCGA-4L-AA1F-10A, TCGA-4L-AA1F-01A	Blood Derived Normal, Primary Tumor
3c201de2-67ab-4850-9f9b-a98d2708f2e3	TCGA-PRAD.56efc1cd-21b2-4737-aefa-c83c2031ec6f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-VP-A87J, TCGA-VP-A87J	TCGA-VP-A87J-10A, TCGA-VP-A87J-01A	Blood Derived Normal, Primary Tumor
a1796e13-f2b1-4b1f-84f5-d1af589fe538	TCGA-PRAD.a4cf9c52-7e16-495a-890c-7cade850acc5.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5502, TCGA-EJ-5502	TCGA-EJ-5502-01A, TCGA-EJ-5502-10A	Primary Tumor, Blood Derived Normal
c4068055-231a-49d8-9932-eb6e1c963735	TCGA-PRAD.7bb72e92-6c2d-4594-816c-9a90ff227bce.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-VP-A878, TCGA-VP-A878	TCGA-VP-A878-01A, TCGA-VP-A878-10A	Primary Tumor, Blood Derived Normal
134e8694-a966-4540-859c-34c9ca3cbb77	TCGA-PRAD.b49720d9-9fe2-4811-8a88-24e5ca4d696f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-2A-AAYF, TCGA-2A-AAYF	TCGA-2A-AAYF-10A, TCGA-2A-AAYF-01A	Blood Derived Normal, Primary Tumor
6af47b74-ce0f-495d-bdeb-0d5b967a3d0f	TCGA-PRAD.c1624780-5ee0-4c27-be4a-7367f815cc81.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-2A-A8VL, TCGA-2A-A8VL	TCGA-2A-A8VL-10A, TCGA-2A-A8VL-01A	Blood Derived Normal, Primary Tumor
fc3c2436-a0d3-4ce3-99e3-2d2dfaf8006d	TCGA-PRAD.a4741b59-022f-464f-b233-2ed1f736ba01.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-YL-A8S8, TCGA-YL-A8S8	TCGA-YL-A8S8-10A, TCGA-YL-A8S8-01A	Blood Derived Normal, Primary Tumor
c196c105-dfaf-4ffa-b04c-9f90e3f2a23b	TCGA-PRAD.78c3c78f-0b4c-4c9f-b92b-ef100329d667.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5510, TCGA-EJ-5510	TCGA-EJ-5510-10A, TCGA-EJ-5510-01A	Blood Derived Normal, Primary Tumor
1f94b093-5e4d-45fa-8e18-dc4647f3a608	TCGA-PRAD.3de898ab-76d0-4a42-a957-cade1356f1a4.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5517, TCGA-EJ-5517	TCGA-EJ-5517-10A, TCGA-EJ-5517-01A	Blood Derived Normal, Primary Tumor
f1a13bae-920f-48ce-91d0-43321c0ecf7c	TCGA-PRAD.fd5998ec-9011-42b6-9d31-37df1ef49374.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-7784, TCGA-EJ-7784	TCGA-EJ-7784-01A, TCGA-EJ-7784-10A	Primary Tumor, Blood Derived Normal
9edcef14-e29d-4909-b053-9552ad68bdb3	TCGA-PRAD.8a4ef113-6cc5-4247-95cd-86ab2c647653.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A59Y, TCGA-KK-A59Y	TCGA-KK-A59Y-11A, TCGA-KK-A59Y-01A	Solid Tissue Normal, Primary Tumor
cad14049-d5e1-4fae-b1b9-11d1375688cb	TCGA-PRAD.ca3ecf9f-feca-4bce-aa45-7dccc1a8b2dd.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-M7-A71Z, TCGA-M7-A71Z	TCGA-M7-A71Z-01A, TCGA-M7-A71Z-10A	Primary Tumor, Blood Derived Normal
391fde4c-e2b9-40fa-89f7-90c8352478dc	TCGA-PRAD.ca00f265-ef84-4070-a169-1e4ddbc74a74.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-V1-A9Z7, TCGA-V1-A9Z7	TCGA-V1-A9Z7-10A, TCGA-V1-A9Z7-01A	Blood Derived Normal, Primary Tumor
7ead3468-cc98-4813-bf19-23f79cf21a88	TCGA-PRAD.4b2847e2-2626-4648-9e33-d6b9a45383f3.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-CH-5744, TCGA-CH-5744	TCGA-CH-5744-10A, TCGA-CH-5744-01A	Blood Derived Normal, Primary Tumor
c3c8d1b8-2dbc-4c0e-99f7-dcf793a0bef2	TCGA-PRAD.d4d22f9f-9939-4174-a744-9731f443c150.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-A6RA, TCGA-EJ-A6RA	TCGA-EJ-A6RA-01A, TCGA-EJ-A6RA-10A	Primary Tumor, Blood Derived Normal
09e20ba9-27ef-4178-acb6-b02fb81e8e9f	TCGA-PRAD.ac40626a-d5d8-46eb-9beb-21aa5945919b.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-CH-5737, TCGA-CH-5737	TCGA-CH-5737-01A, TCGA-CH-5737-10A	Primary Tumor, Blood Derived Normal
18922ffc-962f-4bf2-a710-1770e4f25596	TCGA-PRAD.139c93d9-a9d0-4aa5-ac1b-837c59d65db3.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-TK-A8OK, TCGA-TK-A8OK	TCGA-TK-A8OK-10A, TCGA-TK-A8OK-01A	Blood Derived Normal, Primary Tumor
30529183-d784-4b31-8cae-e6985654b52d	TCGA-PRAD.4eef35af-93f0-4ea9-b8c6-65b0445cd602.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-XQ-A8TB, TCGA-XQ-A8TB	TCGA-XQ-A8TB-10A, TCGA-XQ-A8TB-01A	Blood Derived Normal, Primary Tumor
a9b75c03-0d0a-4fb3-9da0-cf94088bb7a6	TCGA-PRAD.2f1dfd6b-9884-4b6d-809f-f1b365bc813f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5519, TCGA-EJ-5519	TCGA-EJ-5519-10A, TCGA-EJ-5519-01A	Blood Derived Normal, Primary Tumor
36bd9677-ad15-4f03-a6e0-acb8b019c051	TCGA-PRAD.efd024f5-173c-4b74-9a8c-8b9fb02d8d84.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A7B4, TCGA-KK-A7B4	TCGA-KK-A7B4-11A, TCGA-KK-A7B4-01A	Solid Tissue Normal, Primary Tumor
883ac08d-0012-4363-8489-a0c50226b663	TCGA-PRAD.c81ad42d-9469-44f7-9d21-7278ae653654.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-X4-A8KQ, TCGA-X4-A8KQ	TCGA-X4-A8KQ-10A, TCGA-X4-A8KQ-01A	Blood Derived Normal, Primary Tumor
e58a2488-c27a-47d3-93e3-9a3ea1bdd699	TCGA-PRAD.aa832875-9dec-4383-a2ff-9933771aafe8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-X4-A8KS, TCGA-X4-A8KS	TCGA-X4-A8KS-10A, TCGA-X4-A8KS-01A	Blood Derived Normal, Primary Tumor
24832bd5-15e2-4b3c-823c-c1c5afb544fa	TCGA-PRAD.15543e00-d01d-4931-9153-a04a1cb4a7aa.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A6E2, TCGA-KK-A6E2	TCGA-KK-A6E2-11A, TCGA-KK-A6E2-01A	Solid Tissue Normal, Primary Tumor
e2ff7bff-f71b-4af3-8e1e-14f2aea3a0a0	TCGA-PRAD.5b8f9a27-8a46-473f-b20b-62fdb8955cfa.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-V1-A8MF, TCGA-V1-A8MF	TCGA-V1-A8MF-10A, TCGA-V1-A8MF-01A	Blood Derived Normal, Primary Tumor
8f307f4f-8a31-4727-9d45-0b2bd047250f	TCGA-PRAD.680999ea-98b9-45da-9a5e-376822964d06.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-QU-A6IO, TCGA-QU-A6IO	TCGA-QU-A6IO-10A, TCGA-QU-A6IO-01A	Blood Derived Normal, Primary Tumor
46cdf312-880a-48c9-8b28-8850037a3b6a	TCGA-PRAD.0fa36fc6-71e1-479b-b882-cfe83d08e1e0.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-CH-5738, TCGA-CH-5738	TCGA-CH-5738-01A, TCGA-CH-5738-10A	Primary Tumor, Blood Derived Normal
00464c40-e05d-47b5-81b5-a01848d4680a	TCGA-PRAD.f9574351-9ea9-4bca-8913-f200ccf16bdd.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-7209, TCGA-HC-7209	TCGA-HC-7209-01A, TCGA-HC-7209-10A	Primary Tumor, Blood Derived Normal
4fb3d570-4cea-4ab3-9030-3fe1eb25b28b	TCGA-PRAD.75bbbfdb-cb7d-4d44-808d-acec09023c71.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-XJ-A83H, TCGA-XJ-A83H	TCGA-XJ-A83H-01A, TCGA-XJ-A83H-10A	Primary Tumor, Blood Derived Normal
13e9dd5c-253f-415e-85e5-b86a842f3651	TCGA-PRAD.e597dc1b-39be-4280-99d0-b9f2ff614a6a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-G9-6336, TCGA-G9-6336	TCGA-G9-6336-01A, TCGA-G9-6336-10A	Primary Tumor, Blood Derived Normal
1ab4ec3e-a03e-4a02-9788-112ea7c59f4b	TCGA-PRAD.0d1c2ae5-4823-42c3-a1fc-a730050f8952.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-XJ-A9DK, TCGA-XJ-A9DK	TCGA-XJ-A9DK-10A, TCGA-XJ-A9DK-01A	Blood Derived Normal, Primary Tumor
a2d3e503-b2cf-46e2-868c-e95ce84cc264	TCGA-PRAD.2e49d5cf-2111-4b73-9a9c-794f2eafe4f4.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-2A-A8W3, TCGA-2A-A8W3	TCGA-2A-A8W3-01A, TCGA-2A-A8W3-10A	Primary Tumor, Blood Derived Normal
d20f5607-3f47-4d80-b69f-37150aecad61	TCGA-PRAD.c9192f00-5ea8-484c-ac73-35ffd6fc807c.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-J9-A8CP, TCGA-J9-A8CP	TCGA-J9-A8CP-10A, TCGA-J9-A8CP-01A	Blood Derived Normal, Primary Tumor
571d1efa-8a30-41c9-ab6a-26a52c506ffa	TCGA-PRAD.86347ea4-7535-43d0-85b5-dbedc5ae0be7.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-XJ-A9DQ, TCGA-XJ-A9DQ	TCGA-XJ-A9DQ-01A, TCGA-XJ-A9DQ-10A	Primary Tumor, Blood Derived Normal
4ea944c0-f830-40d2-a758-78a6a5f2578a	TCGA-PRAD.80e5beb3-484a-4737-9552-2918e693d59e.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-J4-A83I, TCGA-J4-A83I	TCGA-J4-A83I-10B, TCGA-J4-A83I-01A	Blood Derived Normal, Primary Tumor
bb09359f-f055-4e92-be3d-cb851c41d702	TCGA-PRAD.75ba9456-2e87-4332-886b-84210e5e66d4.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-7075, TCGA-HC-7075	TCGA-HC-7075-01A, TCGA-HC-7075-10A	Primary Tumor, Blood Derived Normal
a4b5bd23-a70c-4831-b9cc-d91a5dca7ded	TCGA-PRAD.067ce4e2-41e6-413a-8f2b-86c0b41890a7.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-XA-A8JR, TCGA-XA-A8JR	TCGA-XA-A8JR-01A, TCGA-XA-A8JR-10A	Primary Tumor, Blood Derived Normal
2277c40e-40ba-4cab-ab19-ed7f755656f8	TCGA-PRAD.8d2719a3-300b-4643-a131-81db17b35b05.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-7318, TCGA-EJ-7318	TCGA-EJ-7318-10A, TCGA-EJ-7318-01B	Blood Derived Normal, Primary Tumor
26a88907-3a0b-423b-961d-6bc89ea06de4	TCGA-PRAD.e5d7a947-32e5-4be5-ba82-b0077531b7c3.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-YL-A8SO, TCGA-YL-A8SO	TCGA-YL-A8SO-01B, TCGA-YL-A8SO-10A	Primary Tumor, Blood Derived Normal
a1dda27c-93fd-4568-85e0-c23deb868a7c	TCGA-PRAD.fd65e856-a8be-4758-a656-3128295ef8c7.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-ZG-A9L2, TCGA-ZG-A9L2	TCGA-ZG-A9L2-10A, TCGA-ZG-A9L2-01A	Blood Derived Normal, Primary Tumor
535c7346-75a3-4f5a-988f-0b0c0bebe5d3	TCGA-PRAD.d68e0f6f-0ebe-4ac8-a2b3-3d5cfeb20b4f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-A76W, TCGA-HC-A76W	TCGA-HC-A76W-10A, TCGA-HC-A76W-01A	Blood Derived Normal, Primary Tumor
8a924792-a560-432f-a91f-c38570478190	TCGA-PRAD.9de01a3d-44d6-4ea5-aecf-4273d7691d21.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5507, TCGA-EJ-5507	TCGA-EJ-5507-10A, TCGA-EJ-5507-01A	Blood Derived Normal, Primary Tumor
07b0ebcc-b89e-49ce-9206-cbcb8af56f90	TCGA-PRAD.56ae3a14-f536-4008-96b5-41de4c3095d4.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-A7NG, TCGA-EJ-A7NG	TCGA-EJ-A7NG-01A, TCGA-EJ-A7NG-10A	Primary Tumor, Blood Derived Normal
4df55fad-a608-4efa-8c7e-2dded198deb1	TCGA-PRAD.8d99c7e2-a1b2-4fdf-a6cd-e1404e485eac.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-ZG-A9LU, TCGA-ZG-A9LU	TCGA-ZG-A9LU-01A, TCGA-ZG-A9LU-10A	Primary Tumor, Blood Derived Normal
be571c27-fd54-41c6-bf5a-da750ab40a9f	TCGA-PRAD.e1683906-ce4f-44a1-864e-f7e34aa53398.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-CH-5746, TCGA-CH-5746	TCGA-CH-5746-10A, TCGA-CH-5746-01A	Blood Derived Normal, Primary Tumor
9aa40c2d-a16d-425b-8903-6927aaa10807	TCGA-PRAD.7167064c-5e06-4641-9b55-7a968f550f7c.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A59X, TCGA-KK-A59X	TCGA-KK-A59X-01A, TCGA-KK-A59X-11A	Primary Tumor, Solid Tissue Normal
ff7d229b-e1cb-4aaf-a2d8-3b54158de25a	TCGA-PRAD.01410e1a-5443-44cd-a61d-58f9be23e294.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HI-7170, TCGA-HI-7170	TCGA-HI-7170-01A, TCGA-HI-7170-10A	Primary Tumor, Blood Derived Normal
9a4b715b-25dc-4529-aceb-1ecff5ab7bb2	TCGA-PRAD.42cd79b7-b298-459f-9186-2df6077c99a8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-G9-6333, TCGA-G9-6333	TCGA-G9-6333-10A, TCGA-G9-6333-01A	Blood Derived Normal, Primary Tumor
ac4ab42e-b455-4a79-929c-86e2906db96d	TCGA-PRAD.1b3d88ef-f9e2-446d-b50d-7195cc160141.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-VP-A87H, TCGA-VP-A87H	TCGA-VP-A87H-01A, TCGA-VP-A87H-10A	Primary Tumor, Blood Derived Normal
89bcae17-47d6-4e5a-b65c-0838a3839266	TCGA-PRAD.4e61e622-4c90-4f9c-a7c1-f1b37f1c32a8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-7745, TCGA-HC-7745	TCGA-HC-7745-01A, TCGA-HC-7745-11A	Primary Tumor, Solid Tissue Normal
8caf9c28-138e-4e6f-a9ca-4de9e16177f6	TCGA-PRAD.71387db5-74cb-4843-a36f-c33fa14ee4a5.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-YL-A8HJ, TCGA-YL-A8HJ	TCGA-YL-A8HJ-10A, TCGA-YL-A8HJ-01A	Blood Derived Normal, Primary Tumor
03a0466d-ab2c-4ee8-8074-c67d8182c811	TCGA-PRAD.bb36767c-9099-438a-9db4-e1d8d0961dd3.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-5496, TCGA-EJ-5496	TCGA-EJ-5496-10A, TCGA-EJ-5496-01A	Blood Derived Normal, Primary Tumor
df5bb90e-17f2-4a3a-8696-40c3a1924e87	TCGA-PRAD.2f36ff13-a4c2-4407-ba23-c3878880f27f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-J4-A67M, TCGA-J4-A67M	TCGA-J4-A67M-01A, TCGA-J4-A67M-10A	Primary Tumor, Blood Derived Normal
fc3a0f74-3782-43db-bf07-bce6d25d4d8d	TCGA-PRAD.d2216f15-250a-4f64-8517-0d72a53dbcff.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-G9-6365, TCGA-G9-6365	TCGA-G9-6365-10A, TCGA-G9-6365-01A	Blood Derived Normal, Primary Tumor
227d2cf7-b199-465b-8cd0-38c0d9730e0e	TCGA-PRAD.a3e55616-a9d7-4b38-ab7e-86ca6ed3dc20.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-EJ-7317, TCGA-EJ-7317	TCGA-EJ-7317-10A, TCGA-EJ-7317-01A	Blood Derived Normal, Primary Tumor
1d422650-27c2-4d00-a8b6-50c0477f91f8	TCGA-PRAD.93a5bfe7-79b2-4a82-be18-b6b5dd3989e4.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-V1-A8ML, TCGA-V1-A8ML	TCGA-V1-A8ML-01A, TCGA-V1-A8ML-10A	Primary Tumor, Blood Derived Normal
e9e4ffdb-ecd4-45a7-9ff3-eff05c58f58b	TCGA-PRAD.341fc6ff-110a-4b58-bed2-56d1b7c651eb.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-7738, TCGA-HC-7738	TCGA-HC-7738-11A, TCGA-HC-7738-01A	Solid Tissue Normal, Primary Tumor
c7736b00-df6b-4064-8afe-74d5ecf89736	TCGA-PRAD.f82d6ce4-2dd9-4d54-8dd1-5ace4da8541a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-HC-7210, TCGA-HC-7210	TCGA-HC-7210-01A, TCGA-HC-7210-10A	Primary Tumor, Blood Derived Normal
a7fa56c7-cabc-4d28-a627-a3b099312198	TCGA-PRAD.877823a0-3984-4a46-9418-8efeffc9a88b.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-G9-6354, TCGA-G9-6354	TCGA-G9-6354-10A, TCGA-G9-6354-01A	Blood Derived Normal, Primary Tumor
7d5adf6c-0a9c-4750-8d97-b19d5d07d5ca	TCGA-PRAD.4969bd48-7b88-4141-9b2d-67d2216efc26.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A8I6, TCGA-KK-A8I6	TCGA-KK-A8I6-11A, TCGA-KK-A8I6-01A	Solid Tissue Normal, Primary Tumor
fbbb2fe1-8dfe-42fe-9067-514596416d56	TCGA-PRAD.f8a7d381-4374-48fe-a748-55c2280a49b4.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-V1-A9OH, TCGA-V1-A9OH	TCGA-V1-A9OH-10A, TCGA-V1-A9OH-01A	Blood Derived Normal, Primary Tumor
3c941e08-10e0-4b77-8ef5-dc2a7739bfe6	TCGA-PRAD.d273d3a1-2be1-4ed5-8d7e-6af7114d8b30.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-TP-A8TV, TCGA-TP-A8TV	TCGA-TP-A8TV-01A, TCGA-TP-A8TV-10A	Primary Tumor, Blood Derived Normal
6f993472-018a-440a-885b-c4b52c1c97b9	TCGA-PRAD.b452ef07-5e07-43dd-ab42-faa95e20b3ff.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-H9-A6BY, TCGA-H9-A6BY	TCGA-H9-A6BY-01A, TCGA-H9-A6BY-10A	Primary Tumor, Blood Derived Normal
e3523b88-a45a-4b65-9500-7eceff0a1835	TCGA-PRAD.8871dbe1-dca9-4369-afc9-81fb78b8094d.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A8IC, TCGA-KK-A8IC	TCGA-KK-A8IC-11A, TCGA-KK-A8IC-01A	Solid Tissue Normal, Primary Tumor
da8d0254-5928-47f9-a373-0aa85c77d47f	TCGA-PRAD.99fa6301-8724-4942-9b96-95d92453b4de.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-CH-5765, TCGA-CH-5765	TCGA-CH-5765-11A, TCGA-CH-5765-01A	Solid Tissue Normal, Primary Tumor
1b11fe10-fa81-4ead-a18b-8a8041acb106	TCGA-PRAD.170808e1-c21e-49f2-81ba-f25946b53768.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-KK-A8ID, TCGA-KK-A8ID	TCGA-KK-A8ID-11A, TCGA-KK-A8ID-01A	Solid Tissue Normal, Primary Tumor
8b58b306-90e0-4ee3-a582-4efb157bfd9c	TCGA-PRAD.1deee350-b77c-48d1-858f-cdec5e1e47c1.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-PRAD	TCGA-XK-AAJP, TCGA-XK-AAJP	TCGA-XK-AAJP-10A, TCGA-XK-AAJP-01A	Blood Derived Normal, Primary Tumor
